"age","race","sex","native-country"
45,"White","Male","United-States"
27,"Black","Male","United-States"
64,"Black","Female","United-States"
66,"White","Male","United-States"
34,"White","Female","United-States"
45,"White","Male","United-States"
42,"White","Male","United-States"
32,"White","Male","United-States"
26,"Black","Male","United-States"
27,"White","Male","United-States"
21,"White","Female","United-States"
47,"White","Male","United-States"
20,"White","Female","United-States"
46,"White","Male","United-States"
55,"White","Male","United-States"
28,"White","Female","United-States"
21,"White","Female","United-States"
36,"White","Male","United-States"
29,"White","Female","United-States"
37,"White","Male","United-States"
81,"White","Male","Mexico"
41,"White","Female","United-States"
29,"White","Female","United-States"
30,"White","Female","United-States"
25,"White","Male","United-States"
42,"White","Female","United-States"
30,"Black","Male","United-States"
18,"White","Male","United-States"
26,"White","Male","United-States"
30,"White","Male","United-States"
61,"White","Male","United-States"
21,"White","Male","United-States"
53,"White","Male","United-States"
41,"White","Female","United-States"
43,"White","Male","United-States"
60,"Black","Female","United-States"
47,"White","Male","United-States"
48,"Black","Male","United-States"
32,"White","Female","United-States"
31,"White","Male","United-States"
33,"White","Male","United-States"
27,"White","Male","United-States"
44,"White","Female","United-States"
44,"White","Male","United-States"
37,"White","Male","United-States"
34,"Black","Male","United-States"
51,"White","Male","United-States"
51,"White","Male","United-States"
25,"White","Male","United-States"
25,"Black","Female","Jamaica"
29,"White","Male","United-States"
36,"White","Male","United-States"
55,"White","Female","United-States"
39,"White","Female","United-States"
31,"White","Male","United-States"
31,"Asian-Pac-Islander","Male","India"
51,"White","Female","United-States"
30,"Asian-Pac-Islander","Male","Vietnam"
62,"White","Female","United-States"
37,"White","Male","United-States"
30,"White","Male","United-States"
27,"White","Male","United-States"
32,"White","Male","United-States"
23,"White","Male","United-States"
35,"White","Male","United-States"
46,"White","Female","United-States"
45,"White","Male","United-States"
27,"White","Male","United-States"
46,"White","Male","United-States"
22,"White","Female","United-States"
37,"White","Female","United-States"
42,"White","Male","Puerto-Rico"
45,"White","Female","United-States"
33,"White","Male","United-States"
46,"White","Male","United-States"
24,"White","Male","United-States"
56,"White","Female","United-States"
34,"White","Female","United-States"
50,"White","Male","United-States"
48,"White","Male","United-States"
45,"White","Female","United-States"
55,"White","Male","United-States"
41,"White","Female","United-States"
66,"White","Male","United-States"
29,"White","Female","United-States"
37,"White","Female","United-States"
61,"White","Male","United-States"
64,"White","Male","United-States"
35,"White","Male","United-States"
22,"White","Female","United-States"
58,"White","Male","Mexico"
58,"White","Male","United-States"
24,"White","Female","United-States"
34,"White","Female","United-States"
33,"White","Female","United-States"
33,"White","Male","United-States"
17,"White","Female","United-States"
27,"White","Male","United-States"
20,"White","Female","United-States"
52,"White","Female","United-States"
30,"White","Male","United-States"
22,"White","Male","United-States"
20,"White","Female","United-States"
49,"White","Male","United-States"
46,"Black","Male","United-States"
17,"White","Male","United-States"
45,"White","Male","Mexico"
27,"White","Female","United-States"
45,"White","Female","United-States"
26,"White","Male","United-States"
23,"White","Female","United-States"
44,"White","Male","United-States"
36,"White","Male","United-States"
35,"White","Female","United-States"
56,"White","Female","United-States"
47,"White","Male","United-States"
32,"White","Male","United-States"
29,"White","Female","United-States"
35,"White","Male","United-States"
37,"White","Male","United-States"
36,"White","Male","United-States"
33,"White","Female","United-States"
34,"White","Male","United-States"
24,"White","Male","United-States"
25,"White","Female","United-States"
31,"White","Male","United-States"
38,"White","Male","United-States"
30,"White","Male","Mexico"
35,"White","Male","United-States"
34,"White","Female","United-States"
46,"White","Female","United-States"
19,"White","Female","United-States"
26,"Black","Female","United-States"
28,"Black","Male","United-States"
47,"White","Male","United-States"
49,"White","Male","Italy"
33,"White","Male","United-States"
44,"White","Male","United-States"
30,"White","Female","Guatemala"
18,"Asian-Pac-Islander","Male","United-States"
60,"White","Male","United-States"
44,"White","Male","United-States"
43,"White","Female","United-States"
35,"White","Male","United-States"
58,"White","Male","United-States"
32,"Asian-Pac-Islander","Male","India"
40,"White","Male","United-States"
32,"Black","Female","United-States"
21,"White","Female","United-States"
44,"White","Male","Mexico"
33,"White","Male","United-States"
25,"White","Female","United-States"
42,"White","Male","United-States"
27,"White","Male","United-States"
33,"Black","Female","United-States"
50,"White","Male","United-States"
50,"White","Male","United-States"
46,"White","Male","United-States"
22,"White","Female","United-States"
66,"Black","Male","United-States"
52,"White","Female","United-States"
57,"White","Female","Columbia"
41,"White","Male","United-States"
42,"White","Male","United-States"
19,"White","Female","United-States"
45,"Black","Female","United-States"
51,"White","Male","United-States"
45,"White","Male","United-States"
48,"White","Female","United-States"
60,"White","Male","United-States"
42,"White","Female","United-States"
19,"White","Female","United-States"
39,"White","Male","United-States"
46,"White","Male","United-States"
58,"White","Male","United-States"
36,"White","Female","United-States"
21,"White","Male","United-States"
41,"White","Male","United-States"
17,"White","Female","United-States"
29,"White","Male","United-States"
52,"White","Female","United-States"
33,"White","Male","Mexico"
38,"Black","Female","United-States"
42,"White","Male","United-States"
24,"White","Male","United-States"
59,"White","Male","United-States"
36,"White","Male","United-States"
54,"White","Male","United-States"
39,"White","Male","United-States"
42,"White","Male","United-States"
54,"White","Male","United-States"
50,"White","Male","United-States"
42,"White","Male","United-States"
48,"White","Female","United-States"
31,"White","Female","United-States"
56,"White","Female","United-States"
28,"White","Female","United-States"
34,"White","Male","United-States"
28,"White","Female","United-States"
44,"White","Male","United-States"
34,"White","Male","United-States"
26,"White","Male","United-States"
37,"White","Male","United-States"
25,"White","Female","United-States"
48,"White","Male","United-States"
47,"White","Female","United-States"
17,"White","Female","United-States"
44,"White","Male","Mexico"
46,"White","Female","United-States"
42,"Black","Male","United-States"
33,"White","Male","United-States"
61,"Black","Female","United-States"
47,"White","Male","United-States"
35,"White","Female","United-States"
62,"Black","Male","United-States"
62,"White","Male","United-States"
38,"White","Male","United-States"
33,"White","Male","United-States"
39,"White","Female","United-States"
17,"White","Male","United-States"
58,"White","Male","United-States"
35,"White","Female","United-States"
34,"White","Male","United-States"
32,"White","Male","United-States"
19,"White","Male","United-States"
41,"White","Male","United-States"
24,"White","Female","United-States"
48,"White","Male","United-States"
32,"White","Female","United-States"
47,"White","Female","United-States"
38,"White","Female","United-States"
18,"Black","Male","United-States"
25,"White","Male","United-States"
36,"White","Female","United-States"
40,"White","Female","United-States"
56,"White","Male","United-States"
50,"White","Female","United-States"
55,"White","Male","United-States"
32,"White","Male","United-States"
41,"White","Male","United-States"
28,"White","Female","United-States"
53,"White","Male","United-States"
60,"White","Female","United-States"
21,"White","Male","United-States"
29,"White","Male","United-States"
73,"White","Male","United-States"
43,"White","Male","United-States"
45,"White","Male","United-States"
36,"White","Female","United-States"
25,"White","Female","United-States"
38,"Black","Male","United-States"
30,"White","Female","United-States"
49,"White","Male","United-States"
41,"White","Male","United-States"
27,"White","Male","United-States"
64,"White","Male","United-States"
41,"White","Male","United-States"
37,"White","Male","United-States"
51,"White","Female","Mexico"
35,"White","Female","United-States"
61,"White","Male","Mexico"
52,"Black","Female","United-States"
40,"White","Male","United-States"
20,"White","Male","United-States"
52,"White","Male","United-States"
50,"White","Male","United-States"
49,"White","Female","United-States"
36,"Black","Female","United-States"
33,"White","Male","United-States"
40,"Amer-Indian-Eskimo","Male","United-States"
45,"White","Male","United-States"
22,"White","Female","United-States"
47,"White","Female","United-States"
24,"White","Male","United-States"
19,"White","Female","United-States"
40,"White","Female","United-States"
40,"White","Female","United-States"
54,"White","Male","United-States"
43,"Other","Male","United-States"
63,"White","Male","Cuba"
18,"White","Female","United-States"
